"measure","tp","est","SE","df","t.value","p.value","sig"
"MTSRFAMD","tp(B7)",-465.91,357.73,30,-1.3,"0.203",""
"MTSRFAMD","tp(B30)",-232.04,357.73,30,-0.65,"0.521",""
"MTSRFAMD","fivedasc_cimg_total",4.85,10.08,13.2,0.48,"0.638",""
"MTSRFAMD","tp(A7):fivedasc_cimg_total",3.38,5.97,30,0.57,"0.575",""
"MTSRFAMD","tp(B7):fivedasc_cimg_total",2.77,5.97,30,0.46,"0.646",""
"MTSRFAMD","tp(B30):fivedasc_cimg_total",-1.39,5.97,30,-0.23,"0.817",""
"MTSRFAMD","(Intercept)",2749.08,514.02,13.1,5.35,"<0.001","***"
"MTSRFAMD","tp(A7)",-153.17,301.23,30,-0.51,"0.615",""
"MTSRFAMD","tp(B7)",-466.02,301.23,30,-1.55,"0.132",""
"MTSRFAMD","tp(B30)",-454.31,301.23,30,-1.51,"0.142",""
"MTSRFAMD","fivedasc_eimg_total",-2.33,6.98,13.1,-0.33,"0.744",""
"MTSRFAMD","tp(A7):fivedasc_eimg_total",1.46,4.09,30,0.36,"0.723",""
"MTSRFAMD","tp(B7):fivedasc_eimg_total",2.31,4.09,30,0.56,"0.577",""
"MTSRFAMD","tp(B30):fivedasc_eimg_total",2.07,4.09,30,0.51,"0.616",""
"MTSRFAMD","(Intercept)",2968.98,501.37,13.3,5.92,"<0.001","***"
"MTSRFAMD","tp(A7)",-126.26,302.04,30,-0.42,"0.679",""
"MTSRFAMD","tp(B7)",-399.85,302.04,30,-1.32,"0.196",""
"MTSRFAMD","tp(B30)",-277.03,302.04,30,-0.92,"0.366",""
"MTSRFAMD","fivedasc_av_total",-6.1,7.52,13.3,-0.81,"0.431",""
"MTSRFAMD","tp(A7):fivedasc_av_total",1.18,4.53,30,0.26,"0.796",""
"MTSRFAMD","tp(B7):fivedasc_av_total",1.49,4.53,30,0.33,"0.745",""
"MTSRFAMD","tp(B30):fivedasc_av_total",-0.56,4.53,30,-0.12,"0.903",""
"MTSRFAMD","(Intercept)",2500.82,382.65,13.1,6.54,"<0.001","***"
"MTSRFAMD","tp(A7)",-112.92,224.24,30,-0.5,"0.618",""
"MTSRFAMD","tp(B7)",-226.25,224.24,30,-1.01,"0.321",""
"MTSRFAMD","tp(B30)",-348.13,224.24,30,-1.55,"0.131",""
"MTSRFAMD","fivedasc_per_total",1.96,7.5,13.1,0.26,"0.798",""
"MTSRFAMD","tp(A7):fivedasc_per_total",1.35,4.4,30,0.31,"0.762",""
"MTSRFAMD","tp(B7):fivedasc_per_total",-1.81,4.4,30,-0.41,"0.684",""
"MTSRFAMD","tp(B30):fivedasc_per_total",0.81,4.4,30,0.18,"0.855",""
"OTSMDLFC","(Intercept)",10712.4,3394.77,27,3.16,"0.004","**"
"OTSMDLFC","tp(A7)",1614.04,3714.28,30,0.43,"0.667",""
"OTSMDLFC","tp(B7)",2868.91,3714.28,30,0.77,"0.446",""
"OTSMDLFC","tp(B30)",7771.57,3714.28,30,2.09,"0.045","*"
"OTSMDLFC","fivedasc_util_total",27.64,53.98,27,0.51,"0.613",""
"OTSMDLFC","tp(A7):fivedasc_util_total",29.82,59.06,30,0.5,"0.617",""
"OTSMDLFC","tp(B7):fivedasc_util_total",-40.53,59.06,30,-0.69,"0.498",""
"OTSMDLFC","tp(B30):fivedasc_util_total",-128.33,59.06,30,-2.17,"0.038","*"
"OTSMDLFC","(Intercept)",11164.18,3677.54,28,3.04,"0.005","**"
"OTSMDLFC","tp(A7)",2377.35,4099.63,30,0.58,"0.566",""
"OTSMDLFC","tp(B7)",2671.64,4099.63,30,0.65,"0.520",""
"OTSMDLFC","tp(B30)",8064.13,4099.63,30,1.97,"0.058",""
"OTSMDLFC","fivedasc_sprit_total",17.16,52.09,28,0.33,"0.744",""
"OTSMDLFC","tp(A7):fivedasc_sprit_total",14.21,58.07,30,0.24,"0.808",""
"OTSMDLFC","tp(B7):fivedasc_sprit_total",-32.42,58.07,30,-0.56,"0.581",""
"OTSMDLFC","tp(B30):fivedasc_sprit_total",-116.97,58.07,30,-2.01,"0.053",""
"OTSMDLFC","(Intercept)",10737.7,3136.25,27.1,3.42,"0.002","**"
"OTSMDLFC","tp(A7)",1352.26,3441.16,30,0.39,"0.697",""
"OTSMDLFC","tp(B7)",2566.05,3441.16,30,0.75,"0.462",""
"OTSMDLFC","tp(B30)",6538.34,3441.16,30,1.9,"0.067",""
"OTSMDLFC","fivedasc_bliss_total",26.79,47.99,27.1,0.56,"0.581",""
"OTSMDLFC","tp(A7):fivedasc_bliss_total",33.97,52.66,30,0.65,"0.524",""
"OTSMDLFC","tp(B7):fivedasc_bliss_total",-34.61,52.66,30,-0.66,"0.516",""
"OTSMDLFC","tp(B30):fivedasc_bliss_total",-104.8,52.66,30,-1.99,"0.056",""
"OTSMDLFC","(Intercept)",11902.53,3854.65,27.8,3.09,"0.005","**"
"OTSMDLFC","tp(A7)",1070.81,4284.54,30,0.25,"0.804",""
"OTSMDLFC","tp(B7)",41.83,4284.54,30,0.01,"0.992",""
"OTSMDLFC","tp(B30)",7311.88,4284.54,30,1.71,"0.098",""
"OTSMDLFC","fivedasc_insight_total",5.74,56.07,27.8,0.1,"0.919",""
"OTSMDLFC","tp(A7):fivedasc_insight_total",35.21,62.32,30,0.57,"0.576",""
"OTSMDLFC","tp(B7):fivedasc_insight_total",8.77,62.32,30,0.14,"0.889",""
"OTSMDLFC","tp(B30):fivedasc_insight_total",-107.11,62.32,30,-1.72,"0.096",""
"OTSMDLFC","(Intercept)",11030,3494.74,30,3.16,"0.004","**"
"OTSMDLFC","tp(A7)",4230.91,4035.92,30,1.05,"0.303",""
"OTSMDLFC","tp(B7)",2357.47,4035.92,30,0.58,"0.564",""
"OTSMDLFC","tp(B30)",4014.72,4035.92,30,0.99,"0.328",""
"OTSMDLFC","fivedasc_dis_total",26.31,66.17,30,0.4,"0.694",""
"OTSMDLFC","tp(A7):fivedasc_dis_total",-20.12,76.42,30,-0.26,"0.794",""
"OTSMDLFC","tp(B7):fivedasc_dis_total",-37.61,76.42,30,-0.49,"0.626",""
"OTSMDLFC","tp(B30):fivedasc_dis_total",-73.5,76.42,30,-0.96,"0.344",""
"OTSMDLFC","(Intercept)",11076.55,2909.96,27,3.81,"<0.001","***"
"OTSMDLFC","tp(A7)",8593.34,3184.6,30,2.7,"0.011","*"
"OTSMDLFC","tp(B7)",-670.41,3184.6,30,-0.21,"0.835",""
"OTSMDLFC","tp(B30)",-985.39,3184.6,30,-0.31,"0.759",""
"OTSMDLFC","fivedasc_imp_total",57.36,119.72,27,0.48,"0.636",""
"OTSMDLFC","tp(A7):fivedasc_imp_total",-256.35,131.01,30,-1.96,"0.060",""
"OTSMDLFC","tp(B7):fivedasc_imp_total",61.1,131.01,30,0.47,"0.644",""
"OTSMDLFC","tp(B30):fivedasc_imp_total",75.06,131.01,30,0.57,"0.571",""
"OTSMDLFC","(Intercept)",12208,2497.31,27.2,4.89,"<0.001","***"
"OTSMDLFC","tp(A7)",7883,2747.21,30,2.87,"0.007","**"
"OTSMDLFC","tp(B7)",-300.69,2747.21,30,-0.11,"0.914",""
"OTSMDLFC","tp(B30)",87.02,2747.21,30,0.03,"0.975",""
"OTSMDLFC","fivedasc_anx_total",2.66,94.7,27.2,0.03,"0.978",""
"OTSMDLFC","tp(A7):fivedasc_anx_total",-219.64,104.18,30,-2.11,"0.043","*"
"OTSMDLFC","tp(B7):fivedasc_anx_total",42.77,104.18,30,0.41,"0.684",""
"OTSMDLFC","tp(B30):fivedasc_anx_total",23,104.18,30,0.22,"0.827",""
"OTSMDLFC","(Intercept)",10507.26,5409.55,30.2,1.94,"0.061",""
"OTSMDLFC","tp(A7)",7765.32,6265.23,30,1.24,"0.225",""
"OTSMDLFC","tp(B7)",2291.18,6265.23,30,0.37,"0.717",""
"OTSMDLFC","tp(B30)",4541.65,6265.23,30,0.72,"0.474",""
"OTSMDLFC","fivedasc_cimg_total",30.69,90.25,30.2,0.34,"0.736",""
"OTSMDLFC","tp(A7):fivedasc_cimg_total",-78.25,104.52,30,-0.75,"0.460",""
"OTSMDLFC","tp(B7):fivedasc_cimg_total",-29.66,104.52,30,-0.28,"0.779",""
"OTSMDLFC","tp(B30):fivedasc_cimg_total",-69.44,104.52,30,-0.66,"0.512",""
"OTSMDLFC","(Intercept)",12523.83,4415.65,30.1,2.84,"0.008","**"
"OTSMDLFC","tp(A7)",2267.3,5105.1,30,0.44,"0.660",""
"OTSMDLFC","tp(B7)",3101.15,5105.1,30,0.61,"0.548",""
"OTSMDLFC","tp(B30)",6177.57,5105.1,30,1.21,"0.236",""
"OTSMDLFC","fivedasc_eimg_total",-3.78,59.93,30.1,-0.06,"0.950",""
"OTSMDLFC","tp(A7):fivedasc_eimg_total",14.82,69.28,30,0.21,"0.832",""
"OTSMDLFC","tp(B7):fivedasc_eimg_total",-36.41,69.28,30,-0.53,"0.603",""
"OTSMDLFC","tp(B30):fivedasc_eimg_total",-81.48,69.28,30,-1.18,"0.249",""
"OTSMDLFC","(Intercept)",12285.87,4079.97,30.3,3.01,"0.005","**"
"OTSMDLFC","tp(A7)",3595.33,4737.79,30,0.76,"0.454",""
"OTSMDLFC","tp(B7)",6439.27,4737.79,30,1.36,"0.184",""
"OTSMDLFC","tp(B30)",10988.91,4737.79,30,2.32,"0.027","*"
"OTSMDLFC","fivedasc_av_total",-0.36,61.19,30.3,-0.01,"0.995",""
"OTSMDLFC","tp(A7):fivedasc_av_total",-4.94,71.06,30,-0.07,"0.945",""
"OTSMDLFC","tp(B7):fivedasc_av_total",-93.82,71.06,30,-1.32,"0.197",""
"OTSMDLFC","tp(B30):fivedasc_av_total",-167.25,71.06,30,-2.35,"0.025","*"
"OTSMDLFC","(Intercept)",11651.44,3239.27,27.5,3.6,"0.001","**"
"OTSMDLFC","tp(A7)",19.19,3578.91,30,0.01,"0.996",""
"OTSMDLFC","tp(B7)",1650.45,3578.91,30,0.46,"0.648",""
"OTSMDLFC","tp(B30)",5347.36,3578.91,30,1.49,"0.146",""
"OTSMDLFC","fivedasc_per_total",13.66,63.5,27.5,0.22,"0.831",""
"OTSMDLFC","tp(A7):fivedasc_per_total",72.9,70.16,30,1.04,"0.307",""
"OTSMDLFC","tp(B7):fivedasc_per_total",-23.56,70.16,30,-0.34,"0.739",""
"OTSMDLFC","tp(B30):fivedasc_per_total",-106.6,70.16,30,-1.52,"0.139",""
"OTSPSFC","(Intercept)",9.58,1.87,22.5,5.13,"<0.001","***"
"OTSPSFC","tp(A7)",-0.12,1.85,30,-0.07,"0.947",""
"OTSPSFC","tp(B7)",-0.53,1.85,30,-0.29,"0.776",""
"OTSPSFC","tp(B30)",1.29,1.85,30,0.7,"0.492",""
"OTSPSFC","fivedasc_util_total",0,0.03,22.5,0.15,"0.880",""
"OTSPSFC","tp(A7):fivedasc_util_total",-0.01,0.03,30,-0.33,"0.745",""
"OTSPSFC","tp(B7):fivedasc_util_total",0.01,0.03,30,0.22,"0.827",""
"OTSPSFC","tp(B30):fivedasc_util_total",-0.03,0.03,30,-0.88,"0.386",""
"OTSPSFC","(Intercept)",9.56,2,22.3,4.77,"<0.001","***"
"OTSPSFC","tp(A7)",-0.28,1.98,30,-0.14,"0.888",""
"OTSPSFC","tp(B7)",-1.19,1.98,30,-0.6,"0.553",""
"OTSPSFC","tp(B30)",1.13,1.98,30,0.57,"0.573",""
"OTSPSFC","fivedasc_sprit_total",0,0.03,22.3,0.15,"0.881",""
"OTSPSFC","tp(A7):fivedasc_sprit_total",-0.01,0.03,30,-0.21,"0.832",""
"OTSPSFC","tp(B7):fivedasc_sprit_total",0.02,0.03,30,0.57,"0.574",""
"OTSPSFC","tp(B30):fivedasc_sprit_total",-0.02,0.03,30,-0.72,"0.477",""
"OTSPSFC","(Intercept)",10.04,1.71,22.8,5.87,"<0.001","***"
"OTSPSFC","tp(A7)",-0.22,1.71,30,-0.13,"0.900",""
"OTSPSFC","tp(B7)",-0.51,1.71,30,-0.3,"0.765",""
"OTSPSFC","tp(B30)",1.08,1.71,30,0.63,"0.532",""
"OTSPSFC","fivedasc_bliss_total",0,0.03,22.8,-0.14,"0.892",""
"OTSPSFC","tp(A7):fivedasc_bliss_total",-0.01,0.03,30,-0.3,"0.764",""
"OTSPSFC","tp(B7):fivedasc_bliss_total",0.01,0.03,30,0.23,"0.817",""
"OTSPSFC","tp(B30):fivedasc_bliss_total",-0.02,0.03,30,-0.84,"0.409",""
"OTSPSFC","(Intercept)",11.14,2.09,23.2,5.34,"<0.001","***"
"OTSPSFC","tp(A7)",-0.9,2.11,30,-0.43,"0.672",""
"OTSPSFC","tp(B7)",-1.44,2.11,30,-0.68,"0.500",""
"OTSPSFC","tp(B30)",-0.48,2.11,30,-0.23,"0.821",""
"OTSPSFC","fivedasc_insight_total",-0.02,0.03,23.2,-0.69,"0.500",""
"OTSPSFC","tp(A7):fivedasc_insight_total",0,0.03,30,0.12,"0.905",""
"OTSPSFC","tp(B7):fivedasc_insight_total",0.02,0.03,30,0.66,"0.514",""
"OTSPSFC","tp(B30):fivedasc_insight_total",0,0.03,30,0.16,"0.872",""
"OTSPSFC","(Intercept)",10.46,1.82,23,5.75,"<0.001","***"
"OTSPSFC","tp(A7)",0.19,1.83,30,0.1,"0.919",""
"OTSPSFC","tp(B7)",-0.87,1.83,30,-0.48,"0.638",""
"OTSPSFC","tp(B30)",-0.16,1.83,30,-0.09,"0.931",""
"OTSPSFC","fivedasc_dis_total",-0.01,0.03,23,-0.39,"0.700",""
"OTSPSFC","tp(A7):fivedasc_dis_total",-0.02,0.03,30,-0.53,"0.602",""
"OTSPSFC","tp(B7):fivedasc_dis_total",0.01,0.03,30,0.43,"0.669",""
"OTSPSFC","tp(B30):fivedasc_dis_total",0,0.03,30,0,"0.997",""
"OTSPSFC","(Intercept)",9.81,1.61,22.4,6.11,"<0.001","***"
"OTSPSFC","tp(A7)",-0.59,1.59,30,-0.37,"0.711",""
"OTSPSFC","tp(B7)",0.89,1.59,30,0.56,"0.579",""
"OTSPSFC","tp(B30)",-0.71,1.59,30,-0.45,"0.657",""
"OTSPSFC","fivedasc_imp_total",0,0.07,22.4,0.02,"0.985",""
"OTSPSFC","tp(A7):fivedasc_imp_total",0,0.07,30,-0.05,"0.957",""
"OTSPSFC","tp(B7):fivedasc_imp_total",-0.05,0.07,30,-0.78,"0.440",""
"OTSPSFC","tp(B30):fivedasc_imp_total",0.03,0.07,30,0.4,"0.689",""
"OTSPSFC","(Intercept)",9.91,1.38,23,7.2,"<0.001","***"
"OTSPSFC","tp(A7)",-1.5,1.38,30,-1.09,"0.286",""
"OTSPSFC","tp(B7)",-0.63,1.38,30,-0.46,"0.651",""
"OTSPSFC","tp(B30)",-1.01,1.38,30,-0.73,"0.472",""
"OTSPSFC","fivedasc_anx_total",0,0.05,23,-0.07,"0.944",""
"OTSPSFC","tp(A7):fivedasc_anx_total",0.04,0.05,30,0.76,"0.453",""
"OTSPSFC","tp(B7):fivedasc_anx_total",0.02,0.05,30,0.42,"0.674",""
"OTSPSFC","tp(B30):fivedasc_anx_total",0.04,0.05,30,0.77,"0.449",""
"OTSPSFC","(Intercept)",8.03,2.76,22.7,2.91,"0.008","**"
"OTSPSFC","tp(A7)",-1.72,2.75,30,-0.63,"0.537",""
"OTSPSFC","tp(B7)",-1.15,2.75,30,-0.42,"0.678",""
"OTSPSFC","tp(B30)",2.47,2.75,30,0.9,"0.376",""
"OTSPSFC","fivedasc_cimg_total",0.03,0.05,22.7,0.68,"0.501",""
"OTSPSFC","tp(A7):fivedasc_cimg_total",0.02,0.05,30,0.4,"0.691",""
"OTSPSFC","tp(B7):fivedasc_cimg_total",0.02,0.05,30,0.38,"0.710",""
"OTSPSFC","tp(B30):fivedasc_cimg_total",-0.05,0.05,30,-1.01,"0.323",""
"OTSPSFC","(Intercept)",10.97,2.3,22.1,4.76,"<0.001","***"
"OTSPSFC","tp(A7)",-2.9,2.26,30,-1.29,"0.208",""
"OTSPSFC","tp(B7)",1.6,2.26,30,0.71,"0.484",""
"OTSPSFC","tp(B30)",0.22,2.26,30,0.1,"0.923",""
"OTSPSFC","fivedasc_eimg_total",-0.02,0.03,22.1,-0.53,"0.603",""
"OTSPSFC","tp(A7):fivedasc_eimg_total",0.03,0.03,30,1.06,"0.297",""
"OTSPSFC","tp(B7):fivedasc_eimg_total",-0.03,0.03,30,-0.84,"0.409",""
"OTSPSFC","tp(B30):fivedasc_eimg_total",-0.01,0.03,30,-0.18,"0.856",""
"OTSPSFC","(Intercept)",7.54,2.29,21.2,3.29,"0.003","**"
"OTSPSFC","tp(A7)",-1.32,2.19,30,-0.6,"0.551",""
"OTSPSFC","tp(B7)",2.17,2.19,30,0.99,"0.329",""
"OTSPSFC","tp(B30)",3.55,2.19,30,1.62,"0.115",""
"OTSPSFC","fivedasc_av_total",0.04,0.03,21.2,1.07,"0.295",""
"OTSPSFC","tp(A7):fivedasc_av_total",0.01,0.03,30,0.32,"0.752",""
"OTSPSFC","tp(B7):fivedasc_av_total",-0.04,0.03,30,-1.14,"0.262",""
"OTSPSFC","tp(B30):fivedasc_av_total",-0.06,0.03,30,-1.82,"0.079",""
"OTSPSFC","(Intercept)",9.91,1.76,22.6,5.64,"<0.001","***"
"OTSPSFC","tp(A7)",0.79,1.75,30,0.45,"0.653",""
"OTSPSFC","tp(B7)",-0.36,1.75,30,-0.21,"0.838",""
"OTSPSFC","tp(B30)",0.19,1.75,30,0.11,"0.913",""
"OTSPSFC","fivedasc_per_total",0,0.03,22.6,-0.05,"0.961",""
"OTSPSFC","tp(A7):fivedasc_per_total",-0.03,0.03,30,-0.95,"0.350",""
"OTSPSFC","tp(B7):fivedasc_per_total",0,0.03,30,0.13,"0.900",""
"OTSPSFC","tp(B30):fivedasc_per_total",-0.01,0.03,30,-0.23,"0.816",""
"PALFAMS","(Intercept)",8.37,3.11,13.6,2.69,"0.018","*"
"PALFAMS","tp(A7)",2.29,1.95,30,1.17,"0.250",""
"PALFAMS","tp(B7)",2.71,1.95,30,1.39,"0.175",""
"PALFAMS","tp(B30)",0.82,1.95,30,0.42,"0.676",""
"PALFAMS","fivedasc_util_total",0.01,0.05,13.6,0.23,"0.823",""
"PALFAMS","tp(A7):fivedasc_util_total",0.01,0.03,30,0.46,"0.650",""
"PALFAMS","tp(B7):fivedasc_util_total",0,0.03,30,0.02,"0.983",""
"PALFAMS","tp(B30):fivedasc_util_total",0.03,0.03,30,0.96,"0.344",""
"PALFAMS","(Intercept)",8.09,3.37,13.7,2.4,"0.031","*"
"PALFAMS","tp(A7)",3.36,2.12,30,1.58,"0.124",""
"PALFAMS","tp(B7)",3.38,2.12,30,1.59,"0.122",""
"PALFAMS","tp(B30)",1.85,2.12,30,0.87,"0.391",""
"PALFAMS","fivedasc_sprit_total",0.01,0.05,13.7,0.3,"0.770",""
"PALFAMS","tp(A7):fivedasc_sprit_total",0,0.03,30,-0.14,"0.886",""
"PALFAMS","tp(B7):fivedasc_sprit_total",-0.01,0.03,30,-0.33,"0.746",""
"PALFAMS","tp(B30):fivedasc_sprit_total",0.01,0.03,30,0.34,"0.737",""
"PALFAMS","(Intercept)",9.29,2.89,13.6,3.22,"0.006","**"
"PALFAMS","tp(A7)",2.51,1.8,30,1.4,"0.173",""
"PALFAMS","tp(B7)",2.68,1.8,30,1.49,"0.146",""
"PALFAMS","tp(B30)",1.01,1.8,30,0.56,"0.580",""
"PALFAMS","fivedasc_bliss_total",-0.01,0.04,13.6,-0.11,"0.911",""
"PALFAMS","tp(A7):fivedasc_bliss_total",0.01,0.03,30,0.37,"0.716",""
"PALFAMS","tp(B7):fivedasc_bliss_total",0,0.03,30,0.04,"0.967",""
"PALFAMS","tp(B30):fivedasc_bliss_total",0.03,0.03,30,0.95,"0.348",""
"PALFAMS","(Intercept)",8.95,3.52,13.6,2.54,"0.024","*"
"PALFAMS","tp(A7)",3.16,2.2,30,1.43,"0.162",""
"PALFAMS","tp(B7)",3.91,2.2,30,1.78,"0.086",""
"PALFAMS","tp(B30)",1.79,2.2,30,0.81,"0.422",""
"PALFAMS","fivedasc_insight_total",0,0.05,13.6,0.02,"0.988",""
"PALFAMS","tp(A7):fivedasc_insight_total",0,0.03,30,-0.04,"0.972",""
"PALFAMS","tp(B7):fivedasc_insight_total",-0.02,0.03,30,-0.58,"0.569",""
"PALFAMS","tp(B30):fivedasc_insight_total",0.01,0.03,30,0.35,"0.728",""
"PALFAMS","(Intercept)",8.17,3.08,13.6,2.65,"0.019","*"
"PALFAMS","tp(A7)",3.99,1.93,30,2.07,"0.047","*"
"PALFAMS","tp(B7)",3.59,1.93,30,1.86,"0.073",""
"PALFAMS","tp(B30)",3.86,1.93,30,2,"0.055",""
"PALFAMS","fivedasc_dis_total",0.02,0.06,13.6,0.3,"0.766",""
"PALFAMS","tp(A7):fivedasc_dis_total",-0.02,0.04,30,-0.53,"0.599",""
"PALFAMS","tp(B7):fivedasc_dis_total",-0.02,0.04,30,-0.49,"0.628",""
"PALFAMS","tp(B30):fivedasc_dis_total",-0.03,0.04,30,-0.79,"0.433",""
"PALFAMS","(Intercept)",7.19,2.67,13.3,2.69,"0.018","*"
"PALFAMS","tp(A7)",5.26,1.62,30,3.26,"0.003","**"
"PALFAMS","tp(B7)",4.54,1.62,30,2.81,"0.009","**"
"PALFAMS","tp(B30)",2.82,1.62,30,1.75,"0.091",""
"PALFAMS","fivedasc_imp_total",0.09,0.11,13.3,0.8,"0.439",""
"PALFAMS","tp(A7):fivedasc_imp_total",-0.11,0.07,30,-1.58,"0.124",""
"PALFAMS","tp(B7):fivedasc_imp_total",-0.09,0.07,30,-1.3,"0.202",""
"PALFAMS","tp(B30):fivedasc_imp_total",-0.02,0.07,30,-0.23,"0.817",""
"PALFAMS","(Intercept)",6.6,2.26,13.5,2.92,"0.012","*"
"PALFAMS","tp(A7)",5.16,1.39,30,3.72,"<0.001","***"
"PALFAMS","tp(B7)",3.89,1.39,30,2.8,"0.009","**"
"PALFAMS","tp(B30)",3.97,1.39,30,2.85,"0.008","**"
"PALFAMS","fivedasc_anx_total",0.11,0.09,13.5,1.34,"0.202",""
"PALFAMS","tp(A7):fivedasc_anx_total",-0.1,0.05,30,-1.89,"0.069",""
"PALFAMS","tp(B7):fivedasc_anx_total",-0.05,0.05,30,-1.04,"0.308",""
"PALFAMS","tp(B30):fivedasc_anx_total",-0.07,0.05,30,-1.33,"0.193",""
"PALFAMS","(Intercept)",4.05,4.54,14.1,0.89,"0.388",""
"PALFAMS","tp(A7)",4.73,2.99,30,1.58,"0.125",""
"PALFAMS","tp(B7)",2.91,2.99,30,0.97,"0.339",""
"PALFAMS","tp(B30)",3.19,2.99,30,1.06,"0.296",""
"PALFAMS","fivedasc_cimg_total",0.09,0.08,14.1,1.14,"0.272",""
"PALFAMS","tp(A7):fivedasc_cimg_total",-0.03,0.05,30,-0.58,"0.569",""
"PALFAMS","tp(B7):fivedasc_cimg_total",0,0.05,30,-0.06,"0.956",""
"PALFAMS","tp(B30):fivedasc_cimg_total",-0.01,0.05,30,-0.24,"0.812",""
"PALFAMS","(Intercept)",11.19,3.94,13.2,2.84,"0.014","*"
"PALFAMS","tp(A7)",-1.51,2.34,30,-0.65,"0.522",""
"PALFAMS","tp(B7)",-0.52,2.34,30,-0.22,"0.824",""
"PALFAMS","tp(B30)",0.46,2.34,30,0.2,"0.844",""
"PALFAMS","fivedasc_eimg_total",-0.03,0.05,13.2,-0.6,"0.562",""
"PALFAMS","tp(A7):fivedasc_eimg_total",0.07,0.03,30,2.1,"0.044","*"
"PALFAMS","tp(B7):fivedasc_eimg_total",0.05,0.03,30,1.5,"0.144",""
"PALFAMS","tp(B30):fivedasc_eimg_total",0.03,0.03,30,0.93,"0.359",""
"PALFAMS","(Intercept)",8.4,3.58,13.3,2.35,"0.035","*"
"PALFAMS","tp(A7)",-3.17,2.15,30,-1.47,"0.151",""
"PALFAMS","tp(B7)",-1.79,2.15,30,-0.83,"0.410",""
"PALFAMS","tp(B30)",-2.71,2.15,30,-1.26,"0.216",""
"PALFAMS","fivedasc_av_total",0.01,0.05,13.3,0.18,"0.860",""
"PALFAMS","tp(A7):fivedasc_av_total",0.1,0.03,30,3.11,"0.004","**"
"PALFAMS","tp(B7):fivedasc_av_total",0.07,0.03,30,2.26,"0.031","*"
"PALFAMS","tp(B30):fivedasc_av_total",0.08,0.03,30,2.6,"0.014","*"
"PALFAMS","(Intercept)",8.65,2.87,13.6,3.01,"0.010","**"
"PALFAMS","tp(A7)",0.39,1.79,30,0.22,"0.827",""
"PALFAMS","tp(B7)",1.16,1.79,30,0.65,"0.521",""
"PALFAMS","tp(B30)",0.57,1.79,30,0.32,"0.754",""
"PALFAMS","fivedasc_per_total",0.01,0.06,13.6,0.14,"0.892",""
"PALFAMS","tp(A7):fivedasc_per_total",0.06,0.04,30,1.71,"0.098",""
"PALFAMS","tp(B7):fivedasc_per_total",0.04,0.04,30,1.01,"0.322",""
"PALFAMS","tp(B30):fivedasc_per_total",0.04,0.04,30,1.23,"0.229",""
"PALTEA","(Intercept)",32.41,11.74,11.6,2.76,"0.018","*"
"PALTEA","tp(A7)",-14.31,5.17,30,-2.77,"0.010","**"
"PALTEA","tp(B7)",-9.76,5.17,30,-1.89,"0.069",""
"PALTEA","tp(B30)",-6.74,5.17,30,-1.3,"0.203",""
"PALTEA","fivedasc_util_total",-0.11,0.19,11.6,-0.59,"0.568",""
"PALTEA","tp(A7):fivedasc_util_total",0.1,0.08,30,1.24,"0.225",""
"PALTEA","tp(B7):fivedasc_util_total",0.07,0.08,30,0.85,"0.402",""
"PALTEA","tp(B30):fivedasc_util_total",0.02,0.08,30,0.2,"0.846",""
"PALTEA","(Intercept)",32.57,12.65,11.6,2.58,"0.025","*"
"PALTEA","tp(A7)",-16.48,5.51,30,-2.99,"0.006","**"
"PALTEA","tp(B7)",-9.09,5.51,30,-1.65,"0.109",""
"PALTEA","tp(B30)",-8.82,5.51,30,-1.6,"0.120",""
"PALTEA","fivedasc_sprit_total",-0.1,0.18,11.6,-0.55,"0.592",""
"PALTEA","tp(A7):fivedasc_sprit_total",0.12,0.08,30,1.58,"0.125",""
"PALTEA","tp(B7):fivedasc_sprit_total",0.05,0.08,30,0.65,"0.519",""
"PALTEA","tp(B30):fivedasc_sprit_total",0.05,0.08,30,0.6,"0.555",""
"PALTEA","(Intercept)",27.79,10.88,11.6,2.56,"0.026","*"
"PALTEA","tp(A7)",-12.33,4.81,30,-2.56,"0.016","*"
"PALTEA","tp(B7)",-8.56,4.81,30,-1.78,"0.085",""
"PALTEA","tp(B30)",-5.67,4.81,30,-1.18,"0.248",""
"PALTEA","fivedasc_bliss_total",-0.03,0.17,11.6,-0.16,"0.874",""
"PALTEA","tp(A7):fivedasc_bliss_total",0.07,0.07,30,0.89,"0.379",""
"PALTEA","tp(B7):fivedasc_bliss_total",0.05,0.07,30,0.65,"0.521",""
"PALTEA","tp(B30):fivedasc_bliss_total",0,0.07,30,-0.04,"0.970",""
"PALTEA","(Intercept)",26.64,13.21,11.6,2.02,"0.067",""
"PALTEA","tp(A7)",-15.46,5.76,30,-2.68,"0.012","*"
"PALTEA","tp(B7)",-11.13,5.76,30,-1.93,"0.063",""
"PALTEA","tp(B30)",-6.53,5.76,30,-1.13,"0.266",""
"PALTEA","fivedasc_insight_total",-0.01,0.19,11.6,-0.03,"0.975",""
"PALTEA","tp(A7):fivedasc_insight_total",0.11,0.08,30,1.3,"0.202",""
"PALTEA","tp(B7):fivedasc_insight_total",0.08,0.08,30,1,"0.323",""
"PALTEA","tp(B30):fivedasc_insight_total",0.01,0.08,30,0.13,"0.896",""
"PALTEA","(Intercept)",28.29,11.55,11.5,2.45,"0.031","*"
