"measure","tp","pred","pearso_p","spearman_p","kendall_p","pearson.sig","spearman.sig","kendall.sig"
"Z_RTI","B30","visionaryMean",0.882,0.817,1,"","",""
"Z_RTI","B7","age",0.554,0.766,0.737,"","",""
"Z_RTI","B7","LED",0.947,0.966,0.916,"","",""
"Z_RTI","B7","severity",0.079,0.032,0.086,"","*",""
"Z_RTI","B7","fivedasc_util_total",0.098,0.067,0.086,"","",""
"Z_RTI","B7","fivedasc_sprit_total",0.047,0.046,0.045,"*","*","*"
"Z_RTI","B7","fivedasc_bliss_total",0.102,0.037,0.045,"","*","*"
"Z_RTI","B7","fivedasc_insight_total",0.046,0.035,0.031,"*","*","*"
"Z_RTI","B7","fivedasc_dis_total",0.023,0.059,0.045,"*","","*"
"Z_RTI","B7","fivedasc_imp_total",0.706,0.939,0.841,"","",""
"Z_RTI","B7","fivedasc_anx_total",0.442,0.749,0.947,"","",""
"Z_RTI","B7","fivedasc_cimg_total",0.87,0.88,0.945,"","",""
"Z_RTI","B7","fivedasc_eimg_total",0.503,0.834,0.947,"","",""
"Z_RTI","B7","fivedasc_av_total",0.605,0.783,0.737,"","",""
"Z_RTI","B7","fivedasc_per_total",0.189,0.11,0.063,"","",""
"Z_RTI","B7","boundlessMean",0.062,0.055,0.063,"","",""
"Z_RTI","B7","anxiousEgoMean",0.335,0.319,0.311,"","",""
"Z_RTI","B7","visionaryMean",0.953,0.817,0.737,"","",""
"Z_RTI","bsl","age",0.584,0.683,0.638,"","",""
"Z_RTI","bsl","LED",0.825,0.812,0.916,"","",""
"Z_RTI","bsl","severity",0.013,0.009,0.014,"*","**","*"
"Z_RTI","bsl","fivedasc_util_total",0.124,0.21,0.197,"","",""
"Z_RTI","bsl","fivedasc_sprit_total",0.066,0.14,0.116,"","",""
"Z_RTI","bsl","fivedasc_bliss_total",0.12,0.115,0.116,"","",""
"Z_RTI","bsl","fivedasc_insight_total",0.02,0.063,0.045,"*","","*"
"Z_RTI","bsl","fivedasc_dis_total",0.082,0.201,0.197,"","",""
"Z_RTI","bsl","fivedasc_imp_total",0.699,0.939,0.947,"","",""
"Z_RTI","bsl","fivedasc_anx_total",0.448,0.783,0.841,"","",""
"Z_RTI","bsl","fivedasc_cimg_total",0.892,0.966,0.945,"","",""
"Z_RTI","bsl","fivedasc_eimg_total",0.759,0.514,0.638,"","",""
"Z_RTI","bsl","fivedasc_av_total",0.929,0.733,0.841,"","",""
"Z_RTI","bsl","fivedasc_per_total",0.464,0.256,0.25,"","",""
"Z_RTI","bsl","boundlessMean",0.065,0.169,0.153,"","",""
"Z_RTI","bsl","anxiousEgoMean",0.503,0.558,0.545,"","",""
"Z_RTI","bsl","visionaryMean",0.753,0.886,0.638,"","",""
"Z_SWM","A7","age",0.024,0.037,0.045,"*","*","*"
"Z_SWM","A7","LED",0.526,0.812,0.75,"","",""
"Z_SWM","A7","severity",0.161,0.218,0.25,"","",""
"Z_SWM","A7","fivedasc_util_total",0.789,0.683,0.737,"","",""
"Z_SWM","A7","fivedasc_sprit_total",0.79,0.783,0.947,"","",""
"Z_SWM","A7","fivedasc_bliss_total",0.585,0.43,0.545,"","",""
"Z_SWM","A7","fivedasc_insight_total",0.737,0.766,0.841,"","",""
"Z_SWM","A7","fivedasc_dis_total",0.89,0.974,0.947,"","",""
"Z_SWM","A7","fivedasc_imp_total",0.361,0.404,0.459,"","",""
"Z_SWM","A7","fivedasc_anx_total",0.774,0.619,0.545,"","",""
"Z_SWM","A7","fivedasc_cimg_total",0.87,0.863,0.945,"","",""
"Z_SWM","A7","fivedasc_eimg_total",0.287,0.366,0.381,"","",""
"Z_SWM","A7","fivedasc_av_total",0.137,0.256,0.25,"","",""
"Z_SWM","A7","fivedasc_per_total",0.69,0.7,0.638,"","",""
"Z_SWM","A7","boundlessMean",0.713,0.733,0.841,"","",""
"Z_SWM","A7","anxiousEgoMean",0.559,0.417,0.459,"","",""
"Z_SWM","A7","visionaryMean",0.26,0.379,0.381,"","",""
"Z_SWM","B30","age",0.02,0.026,0.031,"*","*","*"
"Z_SWM","B30","LED",0.587,0.983,0.916,"","",""
"Z_SWM","B30","severity",0.198,0.276,0.311,"","",""
"Z_SWM","B30","fivedasc_util_total",0.597,0.619,0.638,"","",""
"Z_SWM","B30","fivedasc_sprit_total",0.596,0.588,0.459,"","",""
"Z_SWM","B30","fivedasc_bliss_total",0.804,0.886,0.841,"","",""
"Z_SWM","B30","fivedasc_insight_total",0.612,0.619,0.545,"","",""
"Z_SWM","B30","fivedasc_dis_total",0.461,0.43,0.459,"","",""
"Z_SWM","B30","fivedasc_imp_total",0.301,0.276,0.25,"","",""
"Z_SWM","B30","fivedasc_anx_total",0.804,0.485,0.459,"","",""
"Z_SWM","B30","fivedasc_cimg_total",0.51,0.436,0.63,"","",""
"Z_SWM","B30","fivedasc_eimg_total",0.211,0.246,0.311,"","",""
"Z_SWM","B30","fivedasc_av_total",0.071,0.079,0.116,"","",""
"Z_SWM","B30","fivedasc_per_total",0.224,0.683,0.737,"","",""
"Z_SWM","B30","boundlessMean",0.647,0.573,0.545,"","",""
"Z_SWM","B30","anxiousEgoMean",0.98,0.683,0.737,"","",""
"Z_SWM","B30","visionaryMean",0.072,0.094,0.116,"","",""
"Z_SWM","B7","age",0.099,0.127,0.25,"","",""
"Z_SWM","B7","LED",0.706,0.601,0.458,"","",""
"Z_SWM","B7","severity",0.328,0.266,0.25,"","",""
"Z_SWM","B7","fivedasc_util_total",0.672,0.817,0.737,"","",""
"Z_SWM","B7","fivedasc_sprit_total",0.894,0.956,0.947,"","",""
"Z_SWM","B7","fivedasc_bliss_total",0.543,0.604,0.545,"","",""
"Z_SWM","B7","fivedasc_insight_total",0.642,0.8,0.841,"","",""
"Z_SWM","B7","fivedasc_dis_total",0.55,0.904,0.947,"","",""
"Z_SWM","B7","fivedasc_imp_total",0.358,0.404,0.459,"","",""
"Z_SWM","B7","fivedasc_anx_total",0.932,0.733,0.737,"","",""
"Z_SWM","B7","fivedasc_cimg_total",0.908,0.648,0.536,"","",""
"Z_SWM","B7","fivedasc_eimg_total",0.663,0.651,0.737,"","",""
"Z_SWM","B7","fivedasc_av_total",0.274,0.308,0.545,"","",""
"Z_SWM","B7","fivedasc_per_total",0.738,0.667,0.841,"","",""
"Z_SWM","B7","boundlessMean",0.675,0.921,0.841,"","",""
"Z_SWM","B7","anxiousEgoMean",0.408,0.528,0.638,"","",""
"Z_SWM","B7","visionaryMean",0.648,0.619,0.545,"","",""
"Z_SWM","bsl","age",0.088,0.099,0.197,"","",""
"Z_SWM","bsl","LED",0.939,0.632,0.75,"","",""
"Z_SWM","bsl","severity",0.083,0.115,0.116,"","",""
"Z_SWM","bsl","fivedasc_util_total",0.381,0.417,0.459,"","",""
"Z_SWM","bsl","fivedasc_sprit_total",0.264,0.366,0.311,"","",""
"Z_SWM","bsl","fivedasc_bliss_total",0.464,0.485,0.459,"","",""
"Z_SWM","bsl","fivedasc_insight_total",0.444,0.528,0.545,"","",""
"Z_SWM","bsl","fivedasc_dis_total",0.304,0.391,0.459,"","",""
"Z_SWM","bsl","fivedasc_imp_total",0.566,0.604,0.545,"","",""
"Z_SWM","bsl","fivedasc_anx_total",0.371,0.619,0.638,"","",""
"Z_SWM","bsl","fivedasc_cimg_total",0.037,0.007,0.033,"*","**","*"
"Z_SWM","bsl","fivedasc_eimg_total",0.808,0.558,0.638,"","",""
"Z_SWM","bsl","fivedasc_av_total",0.251,0.134,0.116,"","",""
"Z_SWM","bsl","fivedasc_per_total",0.25,0.543,0.545,"","",""
"Z_SWM","bsl","boundlessMean",0.372,0.342,0.381,"","",""
"Z_SWM","bsl","anxiousEgoMean",0.342,0.379,0.545,"","",""
"Z_SWM","bsl","visionaryMean",0.142,0.071,0.116,"","",""
"CCFQ","A7","age",0.389,0.163,0.146,"","",""
"CCFQ","A7","LED",0.639,0.778,1,"","",""
"CCFQ","A7","severity",0.326,0.128,0.146,"","",""
"CCFQ","A7","fivedasc_util_total",0.307,0.727,0.836,"","",""
"CCFQ","A7","fivedasc_sprit_total",0.467,0.931,0.945,"","",""
"CCFQ","A7","fivedasc_bliss_total",0.443,0.828,0.945,"","",""
"CCFQ","A7","fivedasc_insight_total",0.207,0.631,0.729,"","",""
"CCFQ","A7","fivedasc_dis_total",0.326,0.678,0.729,"","",""
"CCFQ","A7","fivedasc_imp_total",0.494,0.539,0.534,"","",""
"CCFQ","A7","fivedasc_anx_total",0.625,0.948,0.945,"","",""
"CCFQ","A7","fivedasc_cimg_total",0.959,0.931,0.89,"","",""
"CCFQ","A7","fivedasc_eimg_total",0.258,0.363,0.369,"","",""
"CCFQ","A7","fivedasc_av_total",0.272,0.51,0.534,"","",""
"CCFQ","A7","fivedasc_per_total",0.035,0.584,0.729,"*","",""
"CCFQ","A7","boundlessMean",0.339,0.794,0.945,"","",""
"CCFQ","A7","anxiousEgoMean",0.837,0.845,0.945,"","",""
"CCFQ","A7","visionaryMean",0.109,0.135,0.146,"","",""
"CCFQ","B30","age",0.652,0.744,0.629,"","",""
"CCFQ","B30","LED",0.914,0.965,0.915,"","",""
"CCFQ","B30","severity",0.853,0.376,0.369,"","",""
"CCFQ","B30","fivedasc_util_total",0.995,0.974,0.945,"","",""
"CCFQ","B30","fivedasc_sprit_total",0.712,0.647,0.73,"","",""
"CCFQ","B30","fivedasc_bliss_total",0.994,0.845,0.836,"","",""
"CCFQ","B30","fivedasc_insight_total",0.71,0.854,0.945,"","",""
"CCFQ","B30","fivedasc_dis_total",0.85,0.663,0.629,"","",""
"CCFQ","B30","fivedasc_imp_total",0.927,0.608,0.447,"","",""
"CCFQ","B30","fivedasc_anx_total",0.734,0.769,0.629,"","",""
"CCFQ","B30","fivedasc_cimg_total",0.669,0.546,0.628,"","",""
"CCFQ","B30","fivedasc_eimg_total",0.337,0.608,0.534,"","",""
"CCFQ","B30","fivedasc_av_total",0.912,0.871,0.945,"","",""
"CCFQ","B30","fivedasc_per_total",0.41,0.687,0.73,"","",""
"CCFQ","B30","boundlessMean",0.993,0.914,0.836,"","",""
"CCFQ","B30","anxiousEgoMean",0.737,0.736,0.629,"","",""
"CCFQ","B30","visionaryMean",0.554,0.376,0.3,"","",""
"CCFQ","B7","age",0.896,0.886,0.944,"","",""
"CCFQ","B7","LED",0.635,0.91,1,"","",""
"CCFQ","B7","severity",0.955,0.683,0.726,"","",""
"CCFQ","B7","fivedasc_util_total",0.553,0.549,0.528,"","",""
"CCFQ","B7","fivedasc_sprit_total",0.694,0.469,0.528,"","",""
"CCFQ","B7","fivedasc_bliss_total",0.643,0.691,0.623,"","",""
"CCFQ","B7","fivedasc_insight_total",0.316,0.634,0.623,"","",""
"CCFQ","B7","fivedasc_dis_total",0.302,0.991,0.944,"","",""
"CCFQ","B7","fivedasc_imp_total",0.745,0.388,0.362,"","",""
"CCFQ","B7","fivedasc_anx_total",0.817,0.49,0.528,"","",""
"CCFQ","B7","fivedasc_cimg_total",0.995,0.658,0.574,"","",""
"CCFQ","B7","fivedasc_eimg_total",0.975,0.375,0.233,"","",""
"CCFQ","B7","fivedasc_av_total",0.678,0.056,0.058,"","",""
"CCFQ","B7","fivedasc_per_total",0.143,0.666,0.44,"","",""
"CCFQ","B7","boundlessMean",0.538,0.534,0.44,"","",""
"CCFQ","B7","anxiousEgoMean",0.452,0.642,0.726,"","",""
"CCFQ","B7","visionaryMean",0.713,0.375,0.292,"","",""
"CCFQ","bsl","age",0.915,0.609,0.536,"","",""
"CCFQ","bsl","LED",0.8,0.4,0.168,"","",""
"CCFQ","bsl","severity",0.982,0.914,0.945,"","",""
"CCFQ","bsl","fivedasc_util_total",0.172,0.19,0.149,"","",""
"CCFQ","bsl","fivedasc_sprit_total",0.268,0.23,0.243,"","",""
"CCFQ","bsl","fivedasc_bliss_total",0.225,0.216,0.243,"","",""
"CCFQ","bsl","fivedasc_insight_total",0.078,0.089,0.114,"","",""
"CCFQ","bsl","fivedasc_dis_total",0.149,0.182,0.192,"","",""
"CCFQ","bsl","fivedasc_imp_total",0.154,0.04,0.046,"","*","*"
"CCFQ","bsl","fivedasc_anx_total",0.265,0.194,0.45,"","",""
"CCFQ","bsl","fivedasc_cimg_total",0.606,0.442,0.582,"","",""
"CCFQ","bsl","fivedasc_eimg_total",0.411,0.664,0.372,"","",""
"CCFQ","bsl","fivedasc_av_total",0.527,0.68,0.372,"","",""
"CCFQ","bsl","fivedasc_per_total",0.019,0.089,0.114,"*","",""
"CCFQ","bsl","boundlessMean",0.167,0.198,0.192,"","",""
"CCFQ","bsl","anxiousEgoMean",0.969,0.905,0.945,"","",""
"CCFQ","bsl","visionaryMean",0.236,0.158,0.086,"","",""
"CSSRS","A7","age",0.265,0.304,0.283,"","",""
"CSSRS","A7","LED",0.895,0.588,0.553,"","",""
"CSSRS","A7","severity",0.085,0.047,0.053,"","*",""
"CSSRS","A7","fivedasc_util_total",0.174,0.084,0.086,"","",""
"CSSRS","A7","fivedasc_sprit_total",0.104,0.047,0.053,"","*",""
"CSSRS","A7","fivedasc_bliss_total",0.132,0.084,0.086,"","",""
"CSSRS","A7","fivedasc_insight_total",0.201,0.084,0.086,"","",""
"CSSRS","A7","fivedasc_dis_total",0.163,0.212,0.197,"","",""
"CSSRS","A7","fivedasc_imp_total",0.467,0.416,0.39,"","",""
"CSSRS","A7","fivedasc_anx_total",0.541,0.545,0.519,"","",""
"CSSRS","A7","fivedasc_cimg_total",0.998,0.92,0.914,"","",""
"CSSRS","A7","fivedasc_eimg_total",0.369,0.304,0.283,"","",""
"CSSRS","A7","fivedasc_av_total",0.473,0.416,0.39,"","",""
"CSSRS","A7","fivedasc_per_total",0.704,0.212,0.197,"","",""
"CSSRS","A7","boundlessMean",0.137,0.084,0.086,"","",""
"CSSRS","A7","anxiousEgoMean",0.689,0.688,0.667,"","",""
"CSSRS","A7","visionaryMean",0.458,0.545,0.519,"","",""
"CSSRS","B30","age",0.084,0.754,0.784,"","",""
"CSSRS","B30","LED",0.895,0.588,0.553,"","",""
"CSSRS","B30","severity",0.472,0.17,0.17,"","",""
"CSSRS","B30","fivedasc_util_total",0.641,0.329,0.315,"","",""
"CSSRS","B30","fivedasc_sprit_total",0.705,0.353,0.315,"","",""
"CSSRS","B30","fivedasc_bliss_total",0.67,0.329,0.315,"","",""
"CSSRS","B30","fivedasc_insight_total",0.623,0.329,0.315,"","",""
"CSSRS","B30","fivedasc_dis_total",0.708,0.966,0.927,"","",""
"CSSRS","B30","fivedasc_imp_total",0.32,0.787,0.784,"","",""
"CSSRS","B30","fivedasc_anx_total",0.902,0.711,0.648,"","",""
"CSSRS","B30","fivedasc_cimg_total",0.316,0.431,0.464,"","",""
"CSSRS","B30","fivedasc_eimg_total",0.158,0.068,0.082,"","",""
"CSSRS","B30","fivedasc_av_total",0.085,0.06,0.055,"","",""
"CSSRS","B30","fivedasc_per_total",0.824,0.658,0.648,"","",""
"CSSRS","B30","boundlessMean",0.653,0.329,0.315,"","",""
"CSSRS","B30","anxiousEgoMean",0.969,0.853,0.784,"","",""
"CSSRS","B30","visionaryMean",0.185,0.322,0.315,"","",""
"CSSRS","B7","age",0.13,0.047,0.053,"","*",""
"CSSRS","B7","LED",0.475,0.686,0.657,"","",""
"CSSRS","B7","severity",0.375,0.304,0.283,"","",""
"CSSRS","B7","fivedasc_util_total",0.499,0.688,0.667,"","",""
"CSSRS","B7","fivedasc_sprit_total",0.499,0.688,0.667,"","",""
"CSSRS","B7","fivedasc_bliss_total",0.701,0.841,0.83,"","",""
"CSSRS","B7","fivedasc_insight_total",0.283,0.688,0.667,"","",""
"CSSRS","B7","fivedasc_dis_total",0.945,0.841,0.83,"","",""
"CSSRS","B7","fivedasc_imp_total",0.764,0.688,0.667,"","",""
"CSSRS","B7","fivedasc_anx_total",0.855,0.688,0.667,"","",""
"CSSRS","B7","fivedasc_cimg_total",0.575,0.614,0.591,"","",""
"CSSRS","B7","fivedasc_eimg_total",0.796,0.688,0.667,"","",""
"CSSRS","B7","fivedasc_av_total",0.648,0.841,0.83,"","",""
"CSSRS","B7","fivedasc_per_total",0.482,0.688,0.667,"","",""
"CSSRS","B7","boundlessMean",0.481,0.688,0.667,"","",""
"CSSRS","B7","anxiousEgoMean",0.88,1,1,"","",""
"CSSRS","B7","visionaryMean",0.87,0.688,0.667,"","",""
"CSSRS","bsl","age",0.17,0.141,0.121,"","",""
"CSSRS","bsl","LED",0.255,0.488,0.499,"","",""
"CSSRS","bsl","severity",0.129,0.161,0.21,"","",""
"CSSRS","bsl","fivedasc_util_total",0.102,0.131,0.09,"","",""
"CSSRS","bsl","fivedasc_sprit_total",0.12,0.165,0.121,"","",""
"CSSRS","bsl","fivedasc_bliss_total",0.182,0.186,0.161,"","",""
"CSSRS","bsl","fivedasc_insight_total",0.248,0.316,0.268,"","",""
"CSSRS","bsl","fivedasc_dis_total",0.415,0.265,0.268,"","",""
"CSSRS","bsl","fivedasc_imp_total",0.558,0.531,0.417,"","",""
"CSSRS","bsl","fivedasc_anx_total",0.771,0.661,0.605,"","",""
"CSSRS","bsl","fivedasc_cimg_total",0.788,0.733,0.882,"","",""
"CSSRS","bsl","fivedasc_eimg_total",0.252,0.131,0.121,"","",""
"CSSRS","bsl","fivedasc_av_total",0.505,0.678,0.605,"","",""
"CSSRS","bsl","fivedasc_per_total",0.13,0.117,0.121,"","",""
"CSSRS","bsl","boundlessMean",0.145,0.131,0.09,"","",""
"CSSRS","bsl","anxiousEgoMean",0.825,0.406,0.417,"","",""
"CSSRS","bsl","visionaryMean",0.696,0.448,0.417,"","",""
"ESAPS","A7","age",0.361,0.491,0.466,"","",""
"ESAPS","A7","LED",0.686,0.451,0.463,"","",""
"ESAPS","A7","severity",0.093,0.075,0.069,"","",""
"ESAPS","A7","fivedasc_util_total",0.595,0.887,0.856,"","",""
"ESAPS","A7","fivedasc_sprit_total",0.589,0.865,0.856,"","",""
"ESAPS","A7","fivedasc_bliss_total",0.675,0.932,0.856,"","",""
"ESAPS","A7","fivedasc_insight_total",0.314,0.568,0.585,"","",""
"ESAPS","A7","fivedasc_dis_total",0.705,0.932,0.856,"","",""
"ESAPS","A7","fivedasc_imp_total",0.961,0.821,0.716,"","",""
"ESAPS","A7","fivedasc_anx_total",0.364,0.42,0.363,"","",""
"ESAPS","A7","fivedasc_cimg_total",0.467,0.419,0.362,"","",""
"ESAPS","A7","fivedasc_eimg_total",0.327,0.228,0.202,"","",""
"ESAPS","A7","fivedasc_av_total",0.487,0.588,0.585,"","",""
"ESAPS","A7","fivedasc_per_total",0.959,0.955,1,"","",""
"ESAPS","A7","boundlessMean",0.53,0.887,0.856,"","",""
"ESAPS","A7","anxiousEgoMean",0.894,0.42,0.363,"","",""
"ESAPS","A7","visionaryMean",0.683,0.91,0.856,"","",""
"ESAPS","B30","age",0.552,0.799,0.856,"","",""
"ESAPS","B30","LED",0.99,0.656,0.66,"","",""
"ESAPS","B30","severity",0.125,0.109,0.101,"","",""
"ESAPS","B30","fivedasc_util_total",0.276,0.24,0.202,"","",""
"ESAPS","B30","fivedasc_sprit_total",0.244,0.228,0.202,"","",""
"ESAPS","B30","fivedasc_bliss_total",0.284,0.266,0.275,"","",""
"ESAPS","B30","fivedasc_insight_total",0.258,0.24,0.202,"","",""
"ESAPS","B30","fivedasc_dis_total",0.541,0.733,0.716,"","",""
"ESAPS","B30","fivedasc_imp_total",0.957,0.955,1,"","",""
"ESAPS","B30","fivedasc_anx_total",0.505,0.51,0.466,"","",""
"ESAPS","B30","fivedasc_cimg_total",0.798,0.68,0.648,"","",""
"ESAPS","B30","fivedasc_eimg_total",0.205,0.125,0.145,"","",""
"ESAPS","B30","fivedasc_av_total",0.165,0.101,0.101,"","",""
"ESAPS","B30","fivedasc_per_total",0.926,0.529,0.466,"","",""
"ESAPS","B30","boundlessMean",0.253,0.24,0.202,"","",""
"ESAPS","B30","anxiousEgoMean",0.885,0.821,0.856,"","",""
"ESAPS","B30","visionaryMean",0.282,0.403,0.466,"","",""
"ESAPS","B7","age",0.61,0.799,0.856,"","",""
"ESAPS","B7","LED",0.899,0.656,0.66,"","",""
"ESAPS","B7","severity",0.116,0.109,0.101,"","",""
"ESAPS","B7","fivedasc_util_total",0.283,0.24,0.202,"","",""
"ESAPS","B7","fivedasc_sprit_total",0.242,0.228,0.202,"","",""
"ESAPS","B7","fivedasc_bliss_total",0.323,0.266,0.275,"","",""
"ESAPS","B7","fivedasc_insight_total",0.231,0.24,0.202,"","",""
"ESAPS","B7","fivedasc_dis_total",0.403,0.733,0.716,"","",""
"ESAPS","B7","fivedasc_imp_total",0.741,0.955,1,"","",""
"ESAPS","B7","fivedasc_anx_total",0.331,0.51,0.466,"","",""
"ESAPS","B7","fivedasc_cimg_total",0.708,0.68,0.648,"","",""
"ESAPS","B7","fivedasc_eimg_total",0.393,0.125,0.145,"","",""
"ESAPS","B7","fivedasc_av_total",0.334,0.101,0.101,"","",""
"ESAPS","B7","fivedasc_per_total",0.867,0.529,0.466,"","",""
"ESAPS","B7","boundlessMean",0.258,0.24,0.202,"","",""
"ESAPS","B7","anxiousEgoMean",0.988,0.821,0.856,"","",""
"ESAPS","B7","visionaryMean",0.529,0.403,0.466,"","",""
"ESAPS","bsl","age",0.41,0.494,0.516,"","",""
"ESAPS","bsl","LED",0.973,0.496,0.377,"","",""
"ESAPS","bsl","severity",0.116,0.357,0.349,"","",""
"ESAPS","bsl","fivedasc_util_total",0.62,0.769,0.718,"","",""
"ESAPS","bsl","fivedasc_sprit_total",0.64,0.857,0.829,"","",""
"ESAPS","bsl","fivedasc_bliss_total",0.705,0.91,0.943,"","",""
"ESAPS","bsl","fivedasc_insight_total",0.328,0.717,0.614,"","",""
"ESAPS","bsl","fivedasc_dis_total",0.698,0.91,0.829,"","",""
"ESAPS","bsl","fivedasc_imp_total",0.788,0.465,0.428,"","",""
"ESAPS","bsl","fivedasc_anx_total",0.439,0.752,0.718,"","",""
"ESAPS","bsl","fivedasc_cimg_total",0.323,0.285,0.248,"","",""
"ESAPS","bsl","fivedasc_eimg_total",0.311,0.32,0.349,"","",""
"ESAPS","bsl","fivedasc_av_total",0.499,0.422,0.428,"","",""
"ESAPS","bsl","fivedasc_per_total",0.973,0.786,0.829,"","",""
"ESAPS","bsl","boundlessMean",0.561,0.875,0.829,"","",""
"ESAPS","bsl","anxiousEgoMean",0.986,0.892,0.829,"","",""
"ESAPS","bsl","visionaryMean",0.723,0.857,0.718,"","",""
"HAMA","A7","age",0.888,0.575,0.627,"","",""
"HAMA","A7","LED",0.474,0.441,0.389,"","",""
"HAMA","A7","severity",0.569,0.432,0.366,"","",""
"HAMA","A7","fivedasc_util_total",0.879,0.879,0.835,"","",""
"HAMA","A7","fivedasc_sprit_total",0.959,0.718,0.627,"","",""
"HAMA","A7","fivedasc_bliss_total",0.793,0.887,0.835,"","",""
"HAMA","A7","fivedasc_insight_total",0.466,0.793,0.728,"","",""
"HAMA","A7","fivedasc_dis_total",0.594,0.669,0.627,"","",""
"HAMA","A7","fivedasc_imp_total",0.408,0.314,0.366,"","",""
"HAMA","A7","fivedasc_anx_total",0.111,0.102,0.11,"","",""
"HAMA","A7","fivedasc_cimg_total",0.353,0.299,0.329,"","",""
"HAMA","A7","fivedasc_eimg_total",0.201,0.143,0.187,"","",""
"HAMA","A7","fivedasc_av_total",0.909,0.887,0.835,"","",""
"HAMA","A7","fivedasc_per_total",0.412,0.399,0.366,"","",""
"HAMA","A7","boundlessMean",0.939,0.776,0.728,"","",""
"HAMA","A7","anxiousEgoMean",0.517,0.355,0.366,"","",""
"HAMA","A7","visionaryMean",0.637,0.538,0.445,"","",""
"HAMA","B30","age",0.681,0.224,0.3,"","",""
"HAMA","B30","LED",0.408,0.423,0.52,"","",""
"HAMA","B30","severity",0.877,0.965,0.945,"","",""
"HAMA","B30","fivedasc_util_total",0.532,0.753,0.836,"","",""
"HAMA","B30","fivedasc_sprit_total",0.283,0.592,0.629,"","",""
"HAMA","B30","fivedasc_bliss_total",0.616,0.82,0.836,"","",""
"HAMA","B30","fivedasc_insight_total",0.249,0.991,0.945,"","",""
"HAMA","B30","fivedasc_dis_total",0.42,0.555,0.534,"","",""
"HAMA","B30","fivedasc_imp_total",0.118,0.104,0.189,"","",""
"HAMA","B30","fivedasc_anx_total",0.091,0.11,0.147,"","",""
"HAMA","B30","fivedasc_cimg_total",0.056,0.073,0.097,"","",""
"HAMA","B30","fivedasc_eimg_total",0.765,0.983,0.945,"","",""
"HAMA","B30","fivedasc_av_total",0.69,0.828,0.629,"","",""
"HAMA","B30","fivedasc_per_total",0.665,0.631,0.629,"","",""
"HAMA","B30","boundlessMean",0.399,0.711,0.73,"","",""
"HAMA","B30","anxiousEgoMean",0.035,0.11,0.112,"*","",""
"HAMA","B30","visionaryMean",0.962,0.811,0.836,"","",""
"HAMA","B7","age",0.706,0.448,0.534,"","",""
"HAMA","B7","LED",0.571,0.614,0.592,"","",""
"HAMA","B7","severity",0.976,0.695,0.73,"","",""
"HAMA","B7","fivedasc_util_total",0.855,0.663,0.73,"","",""
"HAMA","B7","fivedasc_sprit_total",0.652,0.623,0.629,"","",""
"HAMA","B7","fivedasc_bliss_total",0.98,0.82,0.945,"","",""
"HAMA","B7","fivedasc_insight_total",0.419,0.728,0.836,"","",""
"HAMA","B7","fivedasc_dis_total",0.58,0.454,0.629,"","",""
"HAMA","B7","fivedasc_imp_total",0.918,0.931,0.836,"","",""
"HAMA","B7","fivedasc_anx_total",0.532,0.828,0.945,"","",""
"HAMA","B7","fivedasc_cimg_total",0.278,0.391,0.489,"","",""
"HAMA","B7","fivedasc_eimg_total",0.123,0.168,0.24,"","",""
"HAMA","B7","fivedasc_av_total",0.666,0.728,0.945,"","",""
"HAMA","B7","fivedasc_per_total",0.646,0.687,0.534,"","",""
"HAMA","B7","boundlessMean",0.729,0.687,0.836,"","",""
"HAMA","B7","anxiousEgoMean",0.508,0.845,0.73,"","",""
"HAMA","B7","visionaryMean",0.396,0.577,0.534,"","",""
"HAMA","bsl","age",0.869,0.614,0.627,"","",""
"HAMA","bsl","LED",0.854,0.432,0.449,"","",""
"HAMA","bsl","severity",0.213,0.568,0.445,"","",""
"HAMA","bsl","fivedasc_util_total",0.983,0.974,0.945,"","",""
"HAMA","bsl","fivedasc_sprit_total",0.801,0.957,0.945,"","",""
"HAMA","bsl","fivedasc_bliss_total",0.838,0.948,0.945,"","",""
"HAMA","bsl","fivedasc_insight_total",0.567,0.983,0.728,"","",""
"HAMA","bsl","fivedasc_dis_total",0.976,0.887,0.835,"","",""
"HAMA","bsl","fivedasc_imp_total",0.875,0.983,0.945,"","",""
"HAMA","bsl","fivedasc_anx_total",0.195,0.508,0.366,"","",""
"HAMA","bsl","fivedasc_cimg_total",0.132,0.307,0.21,"","",""
"HAMA","bsl","fivedasc_eimg_total",0.734,0.965,0.835,"","",""
"HAMA","bsl","fivedasc_av_total",0.79,0.538,0.532,"","",""
"HAMA","bsl","fivedasc_per_total",0.725,0.661,0.835,"","",""
"HAMA","bsl","boundlessMean",0.889,0.991,0.835,"","",""
"HAMA","bsl","anxiousEgoMean",0.575,0.669,0.627,"","",""
"HAMA","bsl","visionaryMean",0.772,0.827,0.835,"","",""
"MADRS","A7","age",0.433,0.931,1,"","",""
"MADRS","A7","LED",0.234,0.325,0.244,"","",""
"MADRS","A7","severity",0.691,0.905,0.89,"","",""
"MADRS","A7","fivedasc_util_total",0.987,0.64,0.679,"","",""
"MADRS","A7","fivedasc_sprit_total",0.88,0.72,0.679,"","",""
"MADRS","A7","fivedasc_bliss_total",0.956,0.778,0.679,"","",""
"MADRS","A7","fivedasc_insight_total",0.51,0.888,1,"","",""
"MADRS","A7","fivedasc_dis_total",0.881,0.745,0.679,"","",""
